machine_age,runtime_hours,utilization,temperature,vibration,previous_failures,maintenance_gap,downtime_history,cycle_count,failure_occurred
0.6,975.2,71.2,56.4,1.1,2,19.4,7.0,8121,0
7.0,3749.7,93.5,65.1,0.18,1,22.8,3.7,32340,0
1.5,2046.3,88.3,53.7,1.53,0,20.5,0.0,17420,0
3.7,2223.4,96.8,77.1,0.34,0,75.5,0.0,19067,0
2.5,3662.5,60.3,53.2,3.08,3,74.3,5.8,30846,1
5.4,1438.0,75.5,71.6,2.11,3,61.8,9.6,12244,0
3.3,765.5,80.2,91.9,0.51,2,58.9,3.1,6996,0
4.1,927.1,49.2,52.9,0.47,2,63.1,7.3,7598,0
1.4,2282.2,75.9,76.4,0.44,2,44.1,7.7,19402,0
7.5,974.3,56.6,73.0,0.11,1,79.6,2.6,8707,0
7.1,2732.3,65.8,73.1,0.12,1,36.6,3.2,23187,0
3.9,773.3,69.5,60.3,4.73,0,27.9,0.0,6643,0
1.2,2590.9,50.3,52.2,1.68,2,62.5,5.2,21933,0
5.7,257.1,51.6,72.5,1.55,3,36.1,10.7,1923,0
2.2,3672.6,66.6,53.8,0.43,1,89.9,2.4,31381,0
7.4,3608.3,86.8,67.0,3.66,1,59.9,1.7,30866,1
1.8,3921.1,92.8,71.7,4.03,3,86.1,11.1,33576,0
5.2,1901.0,96.3,86.5,0.84,3,32.0,9.3,16567,1
1.6,655.1,93.9,59.5,1.96,3,19.5,7.4,5534,0
3.7,496.8,55.5,75.9,0.36,1,55.1,3.0,4588,0
2.9,720.4,53.3,58.9,6.25,1,17.3,2.7,5831,0
5.4,2528.0,69.5,70.6,2.27,1,80.6,1.9,21533,0
6.5,271.5,80.5,49.8,0.2,0,70.2,0.0,2702,0
5.0,2886.7,62.1,57.6,5.17,4,55.4,14.8,24502,1
1.6,1797.7,65.5,53.3,0.78,1,92.5,1.5,15726,0
6.5,911.1,79.7,61.1,0.32,0,66.0,0.0,7911,0
6.0,653.6,75.4,57.7,0.9,1,88.6,3.4,5189,0
3.2,3916.2,96.8,53.9,1.65,1,64.4,2.3,33441,0
6.5,2737.6,72.0,51.5,2.2,1,21.4,2.1,22833,0
3.6,555.4,88.5,60.0,0.51,0,46.3,0.0,4409,0
8.7,2621.0,68.3,84.1,2.27,3,79.7,11.6,22280,1
5.7,3169.5,88.6,72.0,2.25,0,44.8,0.0,27374,0
5.4,3256.5,84.9,74.9,1.74,0,70.1,0.0,27902,0
4.2,3976.3,85.9,72.0,4.3,3,27.6,8.3,33875,1
8.3,2317.6,72.9,66.3,1.03,0,84.4,0.0,19842,0
5.5,2197.7,54.6,67.0,2.8,1,12.9,3.2,18603,0
6.2,988.8,72.0,47.0,0.66,1,42.8,3.9,8223,0
3.2,620.6,78.3,64.0,1.77,2,28.3,4.9,5217,0
3.5,2613.5,56.3,73.4,0.52,3,86.9,5.5,22435,0
6.4,3754.6,83.6,55.0,0.89,0,87.2,0.0,32113,0
7.7,2302.8,83.4,51.5,0.65,3,33.4,8.2,19849,0
2.3,748.1,61.1,94.0,1.01,3,61.5,9.1,6140,0
3.6,855.5,70.3,52.9,0.88,0,45.5,0.0,6903,0
6.0,2885.0,94.9,65.5,1.75,2,93.7,3.7,24080,1
0.7,3743.9,61.1,58.5,1.45,1,18.7,2.3,31938,0
5.2,2224.3,46.9,65.9,0.33,2,29.3,3.6,19003,0
7.0,3693.0,94.4,74.0,0.21,1,56.5,3.5,31428,0
7.3,1250.9,78.4,82.2,2.37,2,66.7,5.7,10729,1
2.7,3736.6,60.4,54.4,1.04,0,17.5,0.0,31814,0
3.3,1429.0,74.9,72.1,0.85,2,55.8,4.2,11770,0
7.3,287.3,88.5,62.5,1.61,1,75.3,2.0,2669,1
7.3,287.5,57.5,57.8,1.18,2,56.0,4.1,2352,0
7.0,1458.4,84.9,60.1,0.84,1,5.1,3.0,12849,0
1.2,2253.8,93.2,66.0,2.08,3,8.9,7.2,19329,0
7.4,1035.1,45.5,56.3,1.28,2,44.5,3.9,8388,0
3.8,3668.5,73.6,52.0,0.25,3,31.2,5.2,30977,0
8.7,2681.7,86.5,51.9,0.71,0,28.1,0.0,22877,0
7.8,3956.5,63.2,74.9,0.39,1,71.3,2.4,33497,0
7.8,733.0,47.9,77.9,0.93,0,66.9,0.0,6584,0
8.3,3043.5,94.6,65.0,9.19,2,83.5,6.5,25540,1
2.7,3679.9,80.4,51.0,4.53,2,23.4,3.8,31773,1
1.9,232.0,60.1,65.9,1.8,3,92.9,5.1,2196,0
2.1,1677.6,61.6,74.9,0.18,3,8.6,5.5,14272,0
8.0,1492.8,73.8,83.8,2.1,1,89.9,1.7,12664,0
4.6,441.8,57.1,70.3,1.56,0,43.1,0.0,4070,0
6.3,1745.0,76.2,69.8,2.02,0,79.2,0.0,14396,0
5.5,247.3,63.1,52.2,6.25,3,12.0,9.9,2156,1
5.7,3279.1,84.9,56.8,6.19,3,22.7,5.9,27460,0
5.4,1184.0,90.0,56.4,2.92,0,63.0,0.0,10280,0
1.9,1397.3,89.7,62.0,0.04,2,36.2,5.1,11755,0
1.2,3891.9,94.6,70.3,4.9,2,9.5,3.5,32904,1
8.9,1854.7,72.8,55.8,4.86,1,89.2,3.1,15748,0
6.9,787.2,90.8,70.6,5.77,3,94.4,9.6,6615,1
4.9,624.2,87.2,78.8,0.3,5,80.4,9.6,5004,1
7.8,611.4,52.3,68.0,0.51,2,54.2,3.8,4962,0
4.0,2443.3,60.1,59.1,0.78,3,6.3,6.0,20586,0
7.6,1396.3,65.0,70.6,0.72,0,91.0,0.0,11656,0
4.7,3742.2,50.3,61.1,2.65,2,86.7,5.0,31823,0
4.9,919.5,61.8,64.5,0.17,2,61.8,7.5,7653,0
8.1,2829.4,50.6,82.1,1.54,3,68.8,11.9,23939,0
2.6,1271.2,94.5,56.0,0.05,0,48.5,0.0,10934,0
1.1,1603.5,72.8,85.5,1.43,1,12.9,2.0,13868,0
4.7,1443.4,71.9,77.5,0.77,2,85.0,6.2,12334,0
4.7,3268.8,47.7,67.1,3.4,0,83.2,0.0,28006,1
6.3,2587.1,53.7,74.5,1.3,1,71.4,1.7,22006,0
3.0,3821.4,72.6,43.1,0.38,0,56.0,0.0,32123,0
8.6,3917.5,92.1,72.3,2.96,0,19.1,0.0,33418,0
2.5,2022.7,79.3,47.0,0.46,3,51.3,6.4,16894,0
0.5,2366.6,65.5,43.6,4.12,0,8.9,0.0,19742,1
2.0,3330.7,87.5,77.7,1.27,1,78.2,1.9,28202,1
6.5,2777.6,74.0,52.9,2.16,2,43.6,3.8,23539,0
6.4,2895.8,61.4,53.2,5.2,1,72.5,3.8,24552,1
4.2,1430.0,79.7,79.4,4.86,0,55.5,0.0,11755,0
7.9,3621.7,72.3,55.1,0.29,3,22.8,10.7,31005,0
8.9,3484.8,72.6,67.3,0.67,2,74.4,3.5,29900,1
4.7,3473.5,49.6,52.6,4.05,4,32.2,11.0,29613,0
2.4,687.5,70.6,65.6,0.31,3,91.8,4.5,5668,0
0.9,516.7,49.1,74.0,1.46,1,6.7,1.6,4780,0
9.0,824.8,80.8,66.9,5.36,2,32.4,4.0,7331,1
2.9,3996.1,62.3,66.7,0.83,2,26.0,5.1,34167,1
3.7,1515.7,58.0,64.7,1.91,1,50.4,2.0,12650,0
1.0,2552.9,80.7,68.8,7.24,0,49.1,0.0,21245,0
8.8,536.3,88.6,53.9,0.86,0,49.4,0.0,4580,0
6.7,2054.3,69.3,59.7,0.36,1,60.5,2.2,17618,0
4.1,2757.4,67.0,53.4,3.1,4,11.2,11.7,23293,0
6.0,2650.4,80.7,57.9,0.38,2,16.2,4.0,22586,0
2.8,1751.7,46.9,68.2,0.07,0,56.9,0.0,14649,1
6.5,3450.3,52.3,54.1,0.2,4,85.8,8.1,28945,0
3.7,1407.2,80.6,61.4,0.73,1,75.5,2.3,11996,1
7.2,2557.3,55.2,58.0,1.55,1,67.5,3.7,21280,0
5.5,2428.5,46.0,56.6,0.43,0,56.2,0.0,20301,0
3.3,3315.2,55.3,79.7,3.19,1,79.1,3.4,28384,1
0.9,2842.4,95.1,67.5,2.67,2,66.0,6.6,24335,0
3.6,350.7,93.1,69.9,3.72,2,76.5,3.3,3136,0
4.7,2810.9,93.9,56.5,2.38,3,93.7,4.9,23751,1
3.8,3687.3,64.5,63.5,3.47,1,45.4,2.6,31102,1
2.1,1476.8,78.1,73.0,0.88,3,19.8,7.4,12779,0
2.0,1630.2,88.4,69.5,4.23,0,8.8,0.0,13878,0
1.6,674.3,47.5,66.2,3.43,1,24.2,1.7,6109,0
2.7,1353.6,64.2,85.1,1.26,1,76.9,2.3,11383,0
8.4,2921.6,86.1,65.3,2.5,2,53.0,5.7,25093,0
3.4,3245.9,88.2,72.8,0.37,0,56.7,0.0,27125,0
4.8,3471.4,89.7,55.5,3.75,2,32.3,4.2,29749,1
2.0,3540.1,82.4,49.4,0.02,1,13.3,2.9,29973,0
6.5,2971.3,89.2,57.7,1.2,3,5.3,9.8,25320,0
5.6,3972.9,90.3,63.8,0.29,2,73.8,5.9,33378,0
8.4,2124.5,86.8,68.2,0.05,3,63.2,11.4,17735,0
1.8,2087.3,73.6,63.8,1.51,2,73.1,4.7,17406,0
3.5,1212.6,96.6,71.2,1.26,1,89.5,3.5,10615,0
4.6,2454.7,86.9,52.5,3.07,3,59.6,8.1,21311,0
2.3,3608.9,52.9,68.7,2.09,1,60.5,2.5,31150,1
3.8,1835.5,78.4,56.5,5.3,1,45.2,2.0,15201,1
1.9,951.2,67.3,63.0,1.76,1,87.9,3.6,8548,0
6.2,838.5,88.3,60.2,1.21,2,43.0,7.6,7499,0
5.4,624.4,55.6,55.7,0.52,2,16.3,5.2,4969,0
1.9,2033.6,81.8,58.6,1.6,2,88.6,5.4,17782,1
6.5,2680.0,91.2,65.9,0.17,1,89.0,2.6,23189,0
1.6,1326.8,76.7,61.4,4.43,1,71.2,2.2,10805,0
0.9,3622.9,95.5,75.7,2.39,1,11.7,3.5,30853,0
7.1,1755.9,52.7,62.8,3.16,1,20.4,3.4,14999,0
4.7,2288.6,57.7,79.2,0.86,1,50.1,1.9,19346,0
2.9,3994.3,48.9,54.3,3.29,3,17.6,6.9,33793,0
3.7,1762.3,82.6,69.7,0.51,0,49.1,0.0,14540,0
4.8,1092.1,91.5,68.0,1.81,1,48.6,2.0,9430,0
2.8,461.8,85.0,64.7,1.59,1,63.8,1.8,3716,0
7.5,1419.5,87.3,53.7,3.76,2,45.7,7.2,11860,1
8.0,3335.1,64.4,78.3,0.37,1,43.1,1.7,28446,1
5.8,2758.2,70.8,61.4,1.85,0,69.0,0.0,23389,0
7.7,3181.4,97.1,45.7,0.84,1,42.0,2.7,26983,0
1.9,3492.5,74.2,53.0,1.27,1,23.4,3.3,29707,0
4.6,1946.3,81.6,82.9,0.0,4,35.8,7.0,16380,1
7.3,3266.6,67.1,59.6,3.43,2,28.3,4.1,27287,0
1.8,247.0,50.6,61.6,0.68,1,84.9,2.2,1930,0
2.7,481.7,60.6,69.2,3.75,0,46.0,0.0,4315,0
7.4,334.1,61.8,73.1,0.05,0,12.2,0.0,2643,0
3.9,3131.4,52.5,68.9,1.53,0,81.7,0.0,26483,0
3.2,2318.3,65.6,54.5,0.54,2,36.3,5.2,19441,0
6.8,284.5,48.2,35.4,3.01,0,63.8,0.0,2661,0
5.5,2315.6,89.6,92.1,2.03,3,61.7,11.1,19257,1
1.5,302.6,81.0,74.1,3.53,0,14.5,0.0,2575,0
6.8,3598.7,81.5,81.4,2.83,1,82.8,3.0,30323,1
6.3,1030.5,79.7,64.5,2.02,0,25.0,0.0,8933,0
2.3,1497.4,75.4,63.9,0.3,1,47.9,1.8,12334,0
8.8,1819.4,86.8,56.9,0.63,1,57.2,3.8,15755,0
8.1,3244.9,62.6,68.3,0.44,2,81.4,7.8,27650,0
7.7,292.2,51.8,69.8,0.97,2,62.1,3.9,2268,0
2.1,859.6,70.4,72.1,0.17,1,60.5,2.3,7610,0
3.8,3938.7,48.5,66.8,2.11,1,6.9,1.6,33970,0
3.3,1305.7,52.7,65.3,0.72,3,63.2,10.2,11337,0
3.4,1274.6,81.0,65.9,4.39,0,76.5,0.0,10964,0
5.5,1114.0,56.4,70.2,1.46,1,59.4,3.4,9084,0
3.6,1240.7,55.5,61.6,1.7,4,91.2,9.9,10924,0
3.4,605.1,81.2,62.2,0.26,1,66.2,3.8,5236,0
3.1,2811.7,68.2,61.9,1.14,3,47.8,9.8,24294,0
1.4,1601.0,74.2,75.4,0.97,0,8.3,0.0,14100,0
6.3,3397.8,58.6,59.2,2.21,5,76.4,10.9,29258,1
2.0,2938.3,54.3,66.6,0.31,2,80.7,7.0,25055,0
0.8,1595.1,59.0,61.7,0.79,3,10.4,8.5,13059,0
4.8,2054.6,64.2,54.4,0.85,1,12.5,2.8,17114,0
2.8,572.0,57.5,61.8,0.27,1,77.0,3.6,4555,0
5.9,3257.6,96.1,64.0,0.01,3,66.3,6.7,27263,0
1.8,3000.6,84.3,61.2,0.02,1,67.5,2.5,25541,0
1.9,2567.6,68.3,75.6,2.97,1,49.0,3.3,21411,0
2.4,2111.7,94.8,46.7,0.01,0,57.1,0.0,17813,0
3.3,2241.2,75.1,82.1,1.35,1,86.8,2.6,19078,0
1.1,3168.9,72.2,76.8,3.73,2,64.4,3.5,26455,1
3.2,318.2,78.4,71.8,0.69,1,24.5,2.5,2587,0
9.0,1280.9,83.2,69.0,0.88,2,51.5,5.6,10507,0
7.2,339.7,70.9,62.1,1.36,1,57.7,1.5,2652,0
8.2,681.0,54.0,53.9,1.76,3,86.4,5.2,5741,0
3.0,3978.0,83.9,80.0,0.89,3,25.1,6.4,33851,1
1.8,3979.6,92.7,73.2,4.93,3,16.4,7.3,33772,0
6.1,3526.1,85.2,67.8,0.67,1,41.7,3.5,30083,0
2.7,3049.0,55.7,42.7,1.46,0,37.5,0.0,25975,0
4.8,3786.8,94.5,80.2,0.8,1,13.6,2.3,31918,0
5.9,1660.5,54.1,62.0,0.11,0,29.8,0.0,14488,0
7.4,2973.4,76.2,75.1,2.64,2,19.7,5.9,25107,0
5.7,2770.7,45.3,36.8,2.2,3,87.7,12.0,23248,0
1.9,1936.8,50.3,64.5,1.76,2,60.7,4.5,16799,0
4.7,3950.8,60.0,84.7,0.24,2,49.4,6.2,33753,0
7.9,1692.9,82.5,68.0,2.37,3,65.8,9.9,14320,0
6.4,2701.0,56.7,50.8,2.38,1,32.7,2.7,23195,0
4.7,644.3,60.5,45.2,0.53,1,46.8,3.2,5941,0
8.6,2929.3,84.6,70.5,5.46,1,46.4,3.1,25174,0
4.4,1580.8,97.1,68.9,0.47,0,69.4,0.0,13336,0
1.9,2402.9,64.8,51.1,2.63,1,27.7,2.6,20388,0
8.7,3637.8,77.3,63.3,0.07,1,68.9,2.5,31259,0
4.0,1950.1,76.3,52.8,2.59,0,17.9,0.0,16747,0
6.1,639.0,70.2,62.5,0.79,1,31.8,3.9,5914,0
1.1,2333.1,66.2,64.5,0.31,3,84.1,5.5,19592,0
1.0,563.6,66.1,50.9,5.18,2,21.0,4.9,4500,1
6.2,2409.5,60.4,71.9,1.22,0,87.7,0.0,20227,0
3.9,2614.3,70.1,72.0,1.2,2,10.9,4.5,22152,0
6.0,941.4,82.3,60.6,1.89,1,86.8,3.0,8092,1
6.9,2017.4,83.2,68.2,2.98,1,17.7,1.9,17515,0
3.8,1470.2,90.9,66.6,2.4,1,27.8,1.8,12460,0
1.9,694.6,77.6,64.9,0.47,1,66.3,2.9,6051,0
2.9,3245.2,83.1,83.6,0.18,4,66.8,15.6,27393,1
6.7,226.5,91.2,76.6,0.1,2,85.8,6.7,1765,0
6.8,3379.0,82.9,52.5,3.45,2,56.2,7.1,28963,0
4.8,2573.7,90.3,71.4,0.48,3,24.1,6.3,21702,0
5.5,3565.4,78.8,70.5,1.8,0,37.5,0.0,30544,0
1.7,3252.5,61.3,61.1,2.66,1,24.1,1.8,27388,1
5.7,2475.4,76.1,76.1,4.41,1,12.1,1.8,21195,0
6.9,1817.6,51.8,70.0,3.7,0,22.0,0.0,15944,0
4.8,3124.8,78.7,64.5,6.45,2,88.7,6.4,26682,1
5.3,804.8,61.9,77.3,1.47,0,44.4,0.0,6505,0
7.6,2545.6,54.4,70.6,0.73,1,80.2,2.8,21694,0
0.6,454.3,53.6,75.8,0.05,2,18.4,3.7,4314,0
5.5,1425.5,68.0,71.5,1.6,1,25.4,2.9,11686,0
5.3,3695.3,93.5,78.6,0.02,0,57.5,0.0,31864,0
6.3,962.0,48.8,66.3,0.07,2,86.6,5.6,8581,0
2.2,1646.2,52.1,59.9,2.68,2,67.0,7.9,14158,1
5.5,883.4,46.6,52.8,2.8,2,6.3,3.1,7228,0
5.7,3946.5,63.8,56.4,0.1,0,85.8,0.0,33835,0
1.6,626.5,90.4,70.8,1.31,1,62.2,1.6,5819,1
0.9,1433.7,89.1,53.2,0.54,1,12.1,3.0,11880,0
7.2,3431.3,52.1,71.5,2.66,0,50.2,0.0,29105,0
4.7,605.9,52.8,64.4,0.09,0,85.4,0.0,5388,0
3.8,1024.1,94.1,37.6,9.99,3,13.5,11.8,8630,1
4.7,2553.3,86.1,86.5,5.15,2,69.1,4.1,21390,1
4.0,3683.1,47.2,61.3,0.35,1,48.8,3.9,31463,0
2.0,1796.2,68.9,68.0,1.66,1,13.9,2.9,15391,0
7.5,2538.6,79.2,73.9,2.13,1,11.4,1.9,22071,0
8.1,848.2,67.5,65.0,5.82,0,58.5,0.0,7659,0
7.8,2678.3,56.7,48.0,1.53,1,69.7,3.0,22877,0
1.8,2569.1,76.1,66.8,0.74,1,49.1,3.9,22100,0
4.8,2199.3,55.8,59.2,2.44,1,20.6,3.5,18452,0
8.4,2699.0,51.1,81.4,0.28,1,72.8,2.2,23312,1
2.3,3887.8,52.1,68.4,0.14,3,45.2,5.3,33185,1
1.2,3988.3,59.3,71.4,0.27,2,14.5,3.5,33447,0
5.5,2718.7,71.8,66.9,4.52,2,44.2,7.2,22716,0
6.7,3051.6,76.3,78.2,1.07,2,76.9,3.2,25670,1
6.2,1413.5,47.2,59.6,0.35,0,74.2,0.0,11919,0
4.3,3725.1,60.9,57.6,0.92,1,57.6,2.1,31956,0
0.6,2447.1,87.3,70.3,1.88,2,10.9,5.6,20429,0
8.6,1320.1,70.9,63.3,0.87,1,28.4,3.6,11531,0
7.1,1945.9,83.6,56.7,0.9,0,40.2,0.0,16638,0
6.5,2146.2,93.7,62.7,0.17,3,32.5,5.8,18007,0
7.6,1280.3,53.4,60.0,4.7,2,86.5,3.0,10983,0
4.8,211.3,56.6,62.1,4.6,0,40.5,0.0,2133,0
2.5,2478.9,59.0,72.7,0.3,0,35.3,0.0,21275,0
6.1,2580.7,80.3,58.9,0.57,2,31.6,5.0,21969,0
6.6,1999.0,92.9,69.9,0.01,2,27.8,5.7,16570,0
3.1,1655.8,86.9,41.8,1.95,2,72.1,3.9,13875,0
2.1,246.2,54.2,67.0,0.75,2,46.9,3.3,2189,0
4.2,1805.9,78.5,78.6,1.53,1,60.9,3.7,15619,0
1.7,1045.6,73.6,49.2,0.55,2,16.3,7.0,9102,0
2.4,3039.9,59.6,57.7,7.19,1,82.3,2.3,25627,1
7.0,858.2,65.2,52.8,1.56,2,78.1,5.3,6895,0
5.2,2489.4,94.7,57.3,1.47,0,83.4,0.0,21161,0
3.0,2809.3,67.8,76.2,0.75,3,39.5,7.6,23811,0
6.4,676.6,96.3,69.4,2.72,1,69.0,3.3,6214,0
1.2,3677.5,58.7,62.7,2.57,0,67.6,0.0,31714,1
3.0,464.1,91.6,66.1,1.62,1,49.0,2.5,3760,0
1.0,2657.4,88.6,67.3,0.6,1,15.5,3.1,22939,0
1.4,2349.3,56.6,68.8,1.7,0,15.5,0.0,20331,0
7.5,1212.1,92.0,75.2,1.15,1,56.1,1.7,10732,0
3.4,1086.5,45.2,61.4,2.12,2,88.6,4.7,9648,1
6.8,2401.6,64.0,66.8,0.05,2,94.2,4.3,20235,0
6.7,3740.9,96.6,57.7,5.25,5,9.1,10.2,32076,1
2.4,3019.3,52.5,70.0,6.47,0,86.6,0.0,25580,1
5.8,3980.1,76.8,70.5,4.7,1,50.4,2.3,34307,0
4.6,3055.0,69.8,65.3,1.77,1,51.1,1.7,25616,0
2.5,3046.9,72.3,61.5,0.44,1,82.6,1.5,25405,0
8.8,3452.5,58.4,70.0,3.11,1,15.4,1.9,29415,1
2.2,1091.8,68.5,53.0,0.08,2,61.8,7.2,9092,0
0.9,2646.8,74.3,71.1,2.39,1,27.0,3.2,22116,0
2.5,2375.4,54.1,60.0,2.33,0,19.9,0.0,19732,0
8.8,3157.9,90.6,68.9,1.95,1,18.8,2.4,27056,1
7.7,3777.9,92.1,65.5,4.4,0,93.0,0.0,32481,1
4.3,367.8,47.1,85.7,2.49,2,62.4,7.8,3097,0
8.2,3629.8,97.6,89.3,1.44,1,8.1,3.3,30586,0
8.3,3810.8,45.2,74.0,1.38,3,46.0,9.4,32259,0
8.2,1272.8,96.1,60.1,1.75,1,27.6,2.3,10621,0
7.9,1790.7,96.0,54.4,1.42,2,89.0,4.2,15409,0
3.3,1274.0,94.2,67.5,4.37,1,14.2,1.9,10851,0
0.9,1929.6,84.5,67.0,2.31,1,70.7,3.3,16326,0
8.4,2601.6,79.1,74.2,2.76,0,52.1,0.0,21975,0
5.6,1040.3,74.5,67.7,1.66,1,27.1,2.3,8840,0
7.2,2894.3,59.3,53.5,0.18,0,58.7,0.0,24114,0
8.7,2821.8,90.5,61.2,0.9,2,94.6,5.2,24036,0
7.3,1214.0,54.0,46.4,2.53,3,11.3,10.0,10504,0
2.8,3797.6,62.0,59.7,4.95,0,12.9,0.0,31957,0
7.6,1364.2,92.1,80.3,0.08,3,21.5,6.1,11610,0
0.8,1771.5,89.0,52.5,5.58,1,22.4,2.6,15048,0
4.9,1054.8,72.3,62.9,1.18,0,93.9,0.0,9353,0
1.9,2358.7,88.5,64.9,0.91,0,39.0,0.0,20272,0
5.6,1137.3,77.4,59.3,4.08,2,52.2,6.5,9979,0
8.8,3315.3,86.2,60.2,1.02,2,7.4,4.0,28561,1
2.4,1534.8,84.8,72.6,1.48,1,83.5,2.2,12790,0
1.1,1660.4,63.9,66.4,0.88,2,50.5,6.0,14432,0
5.8,333.5,70.5,63.7,3.89,3,92.1,11.4,2461,1
5.1,3076.8,65.3,65.3,0.74,2,55.3,6.4,26312,0
3.1,1635.6,61.7,53.7,4.49,5,69.6,15.1,14136,1
6.4,1757.3,89.2,58.9,0.37,2,72.7,7.3,14676,0
7.5,3516.6,60.2,71.3,0.2,1,46.6,2.5,29404,1
6.2,2441.3,75.5,62.0,3.01,0,84.4,0.0,20420,0
8.5,1452.3,79.9,57.0,1.6,0,27.3,0.0,12029,0
8.7,654.1,66.2,58.0,0.23,4,33.8,9.4,5292,0
4.6,3370.9,95.6,58.1,0.25,3,94.1,9.4,29134,0
3.9,1139.3,97.1,41.5,0.55,2,7.1,5.9,9306,0
6.6,1390.3,53.7,67.4,1.55,0,29.4,0.0,12057,0
4.6,1926.3,86.7,60.9,1.97,2,34.2,7.5,16295,0
1.4,879.6,46.9,61.4,0.99,5,20.6,15.7,7169,0
7.5,691.1,51.8,67.8,0.52,1,50.6,2.2,6354,0
6.8,2862.1,71.0,50.1,0.49,2,12.4,3.1,24155,0
8.2,868.2,65.9,73.7,1.17,0,29.4,0.0,7243,0
1.6,3670.6,46.6,70.8,1.04,3,91.7,4.6,31381,0
0.7,2955.7,97.9,54.0,3.73,3,24.2,5.1,24729,1
4.1,878.9,90.4,83.0,2.5,2,47.7,6.2,7752,1
6.5,3022.4,74.6,67.0,1.26,1,15.0,2.0,25287,0
2.7,1131.3,56.2,50.3,2.39,2,81.0,6.1,9409,0
3.4,2428.9,97.6,69.2,0.7,2,10.5,6.1,20906,0
1.4,1130.3,81.0,63.1,4.06,2,42.1,4.7,9762,0
7.4,930.2,75.6,60.0,2.04,2,37.8,4.6,7642,0
3.8,3773.9,65.7,55.0,0.41,0,82.0,0.0,32542,0
2.6,2546.3,52.0,71.4,0.35,0,38.1,0.0,21908,0
7.2,638.6,48.4,38.5,0.31,2,7.8,6.4,5783,0
2.2,2418.3,85.1,66.9,0.68,1,87.1,2.6,20192,0
2.7,840.4,65.2,48.3,1.36,0,56.5,0.0,7534,0
6.7,1972.9,58.5,66.6,0.31,1,37.1,2.5,17221,0
4.7,3815.7,70.2,65.9,3.59,0,90.8,0.0,32912,1
4.3,1372.7,68.0,75.4,0.27,3,22.6,7.1,11905,0
7.1,479.2,75.8,51.8,4.84,0,13.5,0.0,3888,0
5.1,3947.1,92.1,53.5,0.55,3,14.3,7.0,33211,0
6.5,536.0,77.9,73.6,3.73,2,84.8,5.1,4911,0
7.4,3961.2,84.7,65.0,0.05,4,52.8,9.2,33664,0
0.8,1086.4,82.4,57.8,2.67,1,41.5,1.7,9687,0
1.1,832.7,75.8,56.8,0.01,2,30.8,3.7,7252,0
2.5,723.0,75.8,74.2,2.33,1,21.5,2.3,6390,0
2.8,664.1,47.3,62.0,1.06,1,53.9,1.7,5609,0
2.3,1593.9,85.4,60.6,2.45,1,30.3,2.8,13917,0
5.9,1532.6,81.8,76.4,0.5,1,42.8,3.0,13315,0
8.9,533.5,71.1,50.1,1.33,1,11.2,2.3,5018,0
3.9,3529.8,46.7,76.3,0.45,0,82.6,0.0,30492,1
3.5,1382.6,91.6,55.7,0.53,1,74.8,2.1,11320,0
3.8,874.9,52.1,62.6,5.5,0,78.4,0.0,7314,1
6.3,2870.0,86.3,61.2,3.2,1,17.1,2.8,24507,0
1.2,940.0,67.3,65.8,2.48,0,14.5,0.0,7804,0
8.0,1819.2,72.5,75.0,0.01,0,12.5,0.0,15448,0
5.5,2269.5,49.7,77.6,0.61,1,73.1,3.8,19232,0
3.9,1150.3,45.1,71.6,1.89,0,23.9,0.0,9943,0
6.1,3736.2,48.9,80.9,1.98,1,75.6,3.9,32025,0
5.6,3730.6,81.6,59.2,4.31,0,78.4,0.0,31237,1
3.2,365.4,97.0,71.9,12.59,1,21.5,2.8,3212,1
3.8,839.4,68.4,67.9,0.16,1,39.3,1.8,7410,0
1.5,2219.7,93.6,62.8,2.29,0,16.9,0.0,18595,0
8.4,216.5,57.3,68.5,1.04,4,75.5,8.0,2305,1
5.3,535.9,66.6,79.3,2.77,1,85.0,3.5,4215,0
8.8,2621.4,59.9,75.1,1.68,2,88.7,6.1,21996,0
3.1,1235.1,65.8,80.3,0.54,2,92.4,5.5,10655,1
3.1,3577.0,85.2,66.8,1.39,3,60.8,6.9,30290,0
1.4,600.0,47.3,55.7,0.18,4,15.0,6.9,5377,0
1.9,1162.8,84.8,48.6,1.5,1,61.6,3.4,10268,0
5.4,2758.4,70.7,69.1,1.37,4,40.7,15.4,23234,0
1.2,2358.8,72.3,62.1,0.53,2,39.6,6.6,19847,0
1.9,1205.1,52.7,61.9,12.79,0,24.2,0.0,10362,1
6.9,232.8,79.5,58.8,1.79,1,76.8,2.4,1708,0
4.2,1013.4,77.2,67.3,1.07,2,59.4,6.6,8359,0
1.4,3953.2,49.6,74.4,0.33,2,74.2,6.4,33740,0
0.6,3730.8,88.9,62.6,0.69,1,70.7,1.8,31264,0
8.2,3103.7,88.7,68.1,1.63,3,77.8,9.3,26461,0
7.6,3479.0,54.3,61.1,2.3,2,55.0,3.6,29847,0
3.1,1448.6,56.6,58.8,3.03,2,20.5,3.3,11858,0
1.4,2313.2,64.0,86.3,1.94,1,77.9,3.8,19478,1
8.1,3709.5,47.7,52.5,0.01,3,82.5,5.0,31291,0
2.5,705.4,90.4,75.9,2.23,2,37.3,7.2,6220,0
8.7,1340.2,73.1,50.7,1.8,0,9.8,0.0,11427,0
