machine_id_enc,process_seq,product_type_enc,material_type_enc,quantity,operator_experience,shift_num,historical_machine_utilization,historical_cycle_time,setup_time,previous_downtime,worker_skill,machine_age,batch_size,actual_processing_time
12,1,7,1,100,1.0,2,51.6,75.0,20.0,4.8,3,0.6,100,107.0
3,4,4,1,75,1.7,3,74.9,60.0,15.0,3.4,3,4.0,75,70.6
8,4,9,5,150,1.8,1,51.3,55.0,10.0,1.5,1,5.9,150,147.6
6,1,1,4,50,6.3,1,82.7,55.0,20.0,4.5,5,3.4,50,53.3
10,2,7,2,100,3.0,2,41.1,45.0,15.0,0.3,1,6.4,100,76.6
9,5,4,3,100,5.5,3,85.8,75.0,10.0,4.3,2,5.5,100,127.0
15,4,3,2,25,2.9,3,44.7,75.0,10.0,1.9,5,5.7,25,51.7
10,2,4,5,75,11.7,1,49.6,70.0,20.0,0.3,3,4.8,75,96.7
3,2,6,1,50,7.5,3,51.4,65.0,25.0,0.2,2,6.8,50,61.0
11,5,2,2,100,7.6,1,73.4,70.0,15.0,3.5,5,6.3,100,90.4
4,2,2,5,150,3.4,1,42.9,50.0,25.0,4.0,2,3.7,150,122.7
10,2,7,4,50,8.6,3,40.6,75.0,20.0,0.8,2,5.4,50,90.2
3,5,6,2,75,0.7,2,88.1,60.0,25.0,0.8,2,6.3,75,91.9
11,5,5,3,25,11.7,1,89.3,75.0,20.0,3.5,3,3.2,25,50.9
14,3,8,1,75,7.5,3,53.8,60.0,20.0,0.3,3,5.3,75,71.6
14,5,10,4,75,4.0,3,42.4,60.0,20.0,2.2,1,1.6,75,97.7
13,2,10,4,50,1.0,2,52.4,65.0,10.0,1.0,2,6.9,50,88.5
13,1,9,1,25,5.2,2,63.8,60.0,15.0,1.9,3,2.6,25,38.3
12,5,7,5,50,2.1,1,82.9,45.0,25.0,0.9,3,7.6,50,61.8
2,1,2,5,150,0.7,2,57.3,75.0,20.0,0.2,4,0.7,150,168.5
13,4,1,1,100,7.0,2,49.8,75.0,20.0,0.8,3,1.8,100,97.6
6,4,4,3,25,1.8,2,86.3,65.0,15.0,1.9,2,7.7,25,60.8
12,4,7,3,50,9.3,2,41.0,55.0,15.0,2.1,5,1.2,50,46.0
14,1,5,1,50,3.0,2,43.6,65.0,15.0,0.2,2,1.9,50,65.0
2,4,2,2,75,9.2,2,41.0,50.0,10.0,0.6,3,5.0,75,62.1
14,2,3,5,100,4.1,1,73.7,70.0,20.0,0.4,4,5.7,100,128.6
9,2,9,3,100,10.2,2,50.6,70.0,10.0,1.1,3,1.4,100,95.7
4,1,1,1,150,4.0,3,71.9,55.0,15.0,0.5,2,6.2,150,101.8
6,2,7,1,150,8.2,1,66.1,60.0,25.0,1.5,5,4.0,150,83.8
9,1,6,2,100,10.9,3,46.4,65.0,15.0,4.8,3,4.7,100,87.6
8,3,2,5,50,7.7,3,68.7,60.0,25.0,1.6,3,2.2,50,75.3
12,2,1,4,100,4.2,1,55.4,75.0,10.0,1.7,2,5.3,100,138.8
4,3,9,4,150,3.1,1,94.3,60.0,15.0,1.3,2,3.6,150,147.2
15,5,8,4,75,8.3,3,62.0,65.0,25.0,1.0,5,2.7,75,83.8
10,1,3,1,50,3.6,1,57.0,55.0,25.0,1.7,3,4.6,50,51.9
10,1,10,1,75,4.4,3,40.2,50.0,15.0,0.7,3,1.8,75,60.5
13,5,1,2,100,8.7,3,43.8,45.0,15.0,2.1,2,6.8,100,67.7
15,1,1,4,50,1.5,1,46.9,55.0,15.0,0.7,3,4.6,50,66.7
9,4,7,2,50,6.0,1,56.6,45.0,25.0,0.1,2,7.0,50,52.1
7,1,4,1,150,10.4,1,67.0,75.0,10.0,0.8,2,7.0,150,132.5
13,2,3,1,100,2.7,3,81.5,50.0,20.0,0.9,1,2.6,100,76.1
3,3,10,1,150,11.1,2,84.6,60.0,15.0,0.4,4,5.9,150,95.7
4,5,4,3,150,11.6,2,58.5,45.0,10.0,3.1,4,4.4,150,80.7
1,5,8,1,75,1.1,3,60.8,55.0,10.0,0.6,2,0.8,75,70.8
10,5,9,3,50,8.5,3,70.3,75.0,10.0,0.1,1,1.4,50,83.2
13,2,7,2,25,4.4,2,55.5,75.0,25.0,3.2,3,3.4,25,56.1
13,2,1,1,75,10.7,2,45.5,75.0,15.0,0.8,1,6.6,75,95.3
10,3,2,5,100,5.4,1,92.3,50.0,20.0,0.7,2,6.9,100,104.5
10,3,4,4,25,8.4,1,41.6,65.0,10.0,2.1,5,3.5,25,46.0
2,3,1,3,50,4.7,1,49.0,50.0,20.0,1.0,2,7.6,50,58.5
9,1,7,4,50,3.7,1,82.5,50.0,25.0,0.5,3,4.0,50,60.5
4,3,5,4,75,6.2,2,70.6,75.0,20.0,0.6,3,5.0,75,109.8
2,4,3,1,100,8.4,3,51.3,45.0,10.0,0.1,3,2.4,100,57.0
4,4,10,2,150,9.2,2,41.0,65.0,20.0,0.3,4,4.7,150,107.1
7,4,5,5,150,10.9,3,79.0,50.0,25.0,1.6,4,2.7,150,97.0
11,4,3,1,25,4.1,1,42.1,65.0,15.0,3.3,1,7.2,25,51.6
1,1,1,2,50,6.4,1,44.1,55.0,10.0,3.0,3,3.9,50,53.7
3,1,2,4,75,0.6,1,68.3,75.0,15.0,0.4,2,7.9,75,126.5
5,2,6,4,150,7.0,1,45.2,60.0,10.0,2.0,3,2.2,150,122.1
9,5,1,1,100,11.9,3,72.3,45.0,25.0,2.1,1,5.5,100,60.0
14,5,4,5,75,2.3,3,45.8,55.0,20.0,4.2,2,1.7,75,89.7
8,2,8,1,150,9.4,1,90.7,70.0,20.0,0.9,4,6.6,150,111.3
7,2,2,2,50,11.1,3,80.7,75.0,20.0,1.5,4,2.5,50,61.4
8,2,1,1,75,10.9,3,93.3,45.0,20.0,4.1,3,4.5,75,49.4
14,4,6,1,150,10.0,2,84.5,65.0,10.0,2.3,2,1.1,150,109.7
7,5,2,5,50,11.8,3,66.1,50.0,25.0,0.1,2,1.7,50,57.3
2,1,4,2,25,3.0,1,65.9,70.0,20.0,2.8,5,7.7,25,48.9
1,2,2,3,150,4.5,3,46.8,75.0,10.0,0.6,2,1.0,150,154.9
10,3,8,3,50,6.6,1,63.0,75.0,20.0,2.1,4,4.1,50,78.2
5,4,5,3,100,10.7,2,90.3,60.0,20.0,3.1,5,2.3,100,80.8
7,5,9,4,150,10.5,1,57.8,75.0,25.0,1.4,3,6.1,150,153.8
8,5,5,4,50,5.3,3,89.0,50.0,15.0,0.5,2,2.5,50,60.5
9,3,8,5,50,8.4,3,42.7,55.0,10.0,2.7,4,5.6,50,67.2
4,5,2,4,75,2.3,3,57.0,60.0,20.0,1.2,3,7.1,75,94.6
10,1,1,2,50,10.5,1,74.2,55.0,10.0,3.0,3,7.4,50,52.6
13,5,9,4,150,2.2,3,69.3,70.0,10.0,0.8,5,5.9,150,145.3
7,5,2,5,50,11.3,1,69.8,60.0,20.0,1.7,4,1.1,50,62.3
8,1,9,2,50,6.5,3,93.9,55.0,10.0,0.6,4,6.9,50,57.6
7,3,10,2,50,8.3,1,93.6,55.0,15.0,0.1,4,4.7,50,50.1
11,3,2,1,25,11.5,1,88.2,55.0,25.0,2.3,4,2.1,25,31.5
7,3,3,3,100,11.9,3,84.5,65.0,20.0,0.5,3,5.4,100,94.2
10,4,9,3,100,5.5,2,41.0,70.0,15.0,0.4,2,1.4,100,111.6
8,1,6,2,150,5.3,3,53.5,45.0,20.0,3.8,4,5.5,150,85.0
8,1,8,2,25,7.7,3,59.1,50.0,20.0,0.5,3,4.7,25,36.1
9,3,5,2,75,7.6,3,59.0,55.0,15.0,3.5,1,3.1,75,78.9
2,4,2,1,50,4.0,2,81.7,45.0,20.0,0.8,2,1.3,50,41.3
7,1,2,5,50,5.9,3,63.4,70.0,20.0,3.2,2,6.7,50,96.6
1,3,7,2,75,3.1,3,94.4,65.0,25.0,0.9,3,2.5,75,85.6
11,3,10,5,25,7.6,1,73.1,50.0,25.0,1.7,2,4.1,25,42.8
5,1,10,1,25,9.0,2,63.6,65.0,20.0,0.2,3,5.0,25,39.2
2,2,6,2,25,11.4,2,52.7,65.0,25.0,1.4,4,6.1,25,38.0
9,2,6,1,50,2.6,3,61.6,75.0,20.0,2.5,3,6.8,50,81.2
5,1,3,3,25,8.6,1,85.1,45.0,20.0,3.5,2,2.4,25,34.6
6,1,4,5,150,3.9,2,93.3,45.0,10.0,0.2,4,1.0,150,96.4
4,1,7,2,75,6.5,1,67.0,70.0,15.0,0.0,3,4.6,75,90.2
6,1,6,2,25,6.1,3,60.9,60.0,10.0,0.4,4,3.2,25,37.0
5,1,4,5,25,9.3,2,91.5,70.0,25.0,3.9,1,1.4,25,61.3
6,1,7,1,75,11.7,1,75.8,45.0,20.0,0.7,1,5.7,75,55.5
4,4,9,4,25,5.2,2,64.0,60.0,25.0,0.9,1,1.8,25,47.2
15,2,1,2,50,10.1,3,78.9,55.0,15.0,0.7,4,5.0,50,47.1
3,2,3,4,100,5.3,3,51.8,50.0,15.0,0.5,1,0.6,100,95.1
11,2,10,5,150,10.7,2,54.1,50.0,20.0,1.0,3,1.2,150,103.4
14,3,6,4,50,10.7,1,63.3,65.0,10.0,0.0,4,7.1,50,69.0
14,5,5,3,150,5.8,3,93.4,45.0,25.0,5.2,2,4.9,150,99.9
14,3,7,2,150,1.1,1,94.2,50.0,15.0,4.7,3,1.3,150,97.9
15,2,7,3,150,8.1,1,86.5,45.0,10.0,3.0,1,5.4,150,98.2
9,2,2,4,50,9.8,2,48.0,50.0,15.0,0.8,2,2.9,50,57.5
9,4,2,1,25,5.3,3,86.2,65.0,10.0,0.8,3,2.6,25,42.0
14,4,3,1,150,10.9,3,81.1,45.0,25.0,0.5,3,3.9,150,71.4
12,1,1,4,100,11.5,1,77.6,55.0,10.0,1.6,4,6.7,100,87.3
1,5,2,5,25,6.6,1,56.7,50.0,25.0,0.3,2,4.8,25,40.4
3,3,7,5,100,8.0,3,54.9,70.0,20.0,0.8,2,0.5,100,125.8
2,5,9,5,150,11.3,1,54.6,70.0,10.0,0.9,3,4.4,150,149.3
14,3,8,2,150,10.7,2,40.9,60.0,25.0,0.7,3,7.8,150,104.7
12,2,4,5,25,7.6,1,40.3,45.0,20.0,9.6,3,2.8,25,34.5
2,4,6,4,150,9.6,3,48.2,70.0,10.0,0.9,3,2.7,150,140.0
8,3,6,2,25,2.1,3,78.8,55.0,10.0,0.5,3,5.6,25,39.0
4,1,9,3,50,5.0,2,52.1,60.0,25.0,2.0,2,3.5,50,70.3
4,2,2,4,50,3.9,1,69.8,60.0,20.0,2.7,4,0.6,50,67.1
5,2,6,3,150,3.4,2,87.5,55.0,15.0,0.5,2,3.2,150,122.2
13,3,5,4,150,7.3,3,93.9,65.0,20.0,0.4,3,7.7,150,148.3
13,2,4,5,150,8.1,3,86.7,60.0,25.0,3.3,3,5.1,150,133.1
10,5,5,1,150,7.9,3,66.8,45.0,10.0,0.5,3,5.1,150,77.1
6,2,5,1,150,10.6,2,81.6,70.0,10.0,0.8,3,6.4,150,115.8
6,5,1,1,75,9.8,3,67.7,65.0,10.0,0.7,1,4.8,75,79.6
10,5,3,5,25,4.9,2,51.9,65.0,25.0,1.7,3,5.5,25,57.0
15,5,10,2,50,6.2,3,78.3,75.0,25.0,1.2,2,4.1,50,74.9
6,4,4,4,50,4.9,3,73.2,45.0,25.0,3.0,4,2.5,50,50.8
13,1,4,5,25,8.8,2,87.3,60.0,25.0,0.3,3,2.3,25,48.3
9,1,5,1,150,9.0,2,41.6,65.0,25.0,1.2,4,2.1,150,99.0
7,5,9,1,50,11.7,1,42.9,65.0,20.0,1.7,1,2.3,50,61.1
8,2,9,5,25,11.3,2,52.8,55.0,10.0,0.0,3,6.5,25,46.1
8,5,6,4,150,10.4,1,57.7,45.0,20.0,0.1,1,4.9,150,96.3
5,4,2,4,75,3.9,2,88.6,65.0,15.0,0.4,2,3.8,75,103.6
1,4,6,3,75,8.4,3,52.5,50.0,15.0,1.2,3,1.4,75,64.4
15,5,4,2,100,2.1,1,46.0,50.0,25.0,0.1,2,6.4,100,83.1
11,3,6,2,150,1.9,1,82.8,65.0,10.0,1.1,1,6.8,150,147.7
13,1,5,4,100,10.9,1,67.9,65.0,20.0,0.2,2,3.0,100,105.5
7,2,9,3,50,5.9,2,80.4,65.0,20.0,0.1,1,0.7,50,71.5
14,5,1,2,25,10.8,2,68.4,70.0,20.0,0.3,3,0.7,25,42.1
7,5,5,4,25,8.2,2,88.1,50.0,25.0,0.7,4,2.7,25,36.2
5,5,4,3,100,3.5,3,56.4,50.0,20.0,1.9,3,1.8,100,78.7
2,2,6,2,150,7.6,3,66.5,50.0,15.0,3.4,2,2.4,150,86.7
5,1,1,3,75,5.7,2,56.1,45.0,15.0,2.4,5,3.6,75,59.9
3,2,9,1,25,8.5,1,82.1,70.0,20.0,1.3,4,1.3,25,38.6
11,5,8,5,50,1.7,1,67.9,55.0,25.0,0.3,5,3.3,50,64.5
7,1,4,4,25,12.0,2,82.1,50.0,25.0,0.7,2,3.1,25,34.7
13,3,6,5,100,6.9,3,77.8,55.0,20.0,0.9,3,2.3,100,97.3
5,1,7,5,50,6.7,2,52.4,75.0,20.0,3.1,3,3.0,50,94.8
15,3,1,2,150,11.5,1,83.0,55.0,25.0,2.9,3,6.0,150,99.2
11,3,9,1,25,2.5,3,63.9,45.0,25.0,1.6,3,2.0,25,29.5
4,2,9,4,25,1.8,2,54.8,45.0,20.0,2.1,2,1.2,25,33.5
12,4,2,4,50,10.5,3,88.8,50.0,10.0,3.3,2,0.8,50,60.0
8,1,7,5,25,7.1,1,72.0,70.0,25.0,1.2,5,8.0,25,49.3
3,3,6,5,150,3.0,2,90.5,70.0,20.0,1.4,3,0.6,150,165.0
15,3,4,1,25,10.6,3,69.4,50.0,20.0,1.6,4,4.7,25,25.5
15,4,9,1,100,3.6,1,85.6,50.0,25.0,1.3,2,5.0,100,72.8
6,5,1,3,50,1.9,1,89.1,60.0,15.0,9.5,1,0.7,50,73.5
14,2,7,3,150,10.7,1,67.7,70.0,10.0,2.5,3,7.9,150,136.8
6,1,5,1,100,2.4,2,90.7,55.0,25.0,0.1,3,6.9,100,82.7
2,1,9,4,100,9.5,2,68.5,70.0,15.0,0.2,3,7.6,100,116.6
8,2,4,4,150,6.0,1,93.6,50.0,20.0,4.4,3,0.6,150,107.1
5,3,4,5,100,11.5,1,82.0,75.0,25.0,0.5,2,4.7,100,130.9
15,2,2,3,100,6.8,2,63.8,50.0,25.0,3.2,2,5.6,100,83.4
7,1,9,1,75,6.7,2,74.9,45.0,25.0,0.8,3,7.7,75,49.4
8,5,1,1,50,2.2,2,48.3,65.0,20.0,1.2,3,1.6,50,65.3
12,3,4,5,25,5.3,2,55.9,60.0,25.0,5.5,3,5.0,25,49.8
15,3,8,5,150,5.1,1,88.5,50.0,25.0,0.2,2,7.8,150,131.4
8,4,7,4,50,2.5,2,78.6,65.0,20.0,0.7,1,6.2,50,86.4
6,1,7,4,100,2.5,3,89.9,50.0,10.0,0.4,5,0.9,100,78.2
4,5,1,5,50,10.1,2,90.0,75.0,10.0,0.3,2,4.4,50,90.7
3,1,10,5,100,4.3,2,92.7,55.0,20.0,1.6,1,1.0,100,110.5
7,4,2,2,100,2.8,2,60.7,70.0,15.0,0.8,3,8.0,100,112.9
6,5,3,3,150,5.8,1,55.5,75.0,25.0,0.1,2,6.0,150,160.4
7,1,8,3,100,4.0,1,59.3,50.0,15.0,0.1,2,1.4,100,84.6
4,4,9,3,50,6.8,1,69.5,50.0,20.0,0.1,3,4.7,50,56.4
13,1,8,5,75,5.3,1,92.9,70.0,15.0,0.6,3,7.0,75,119.2
13,5,5,5,25,11.3,2,94.3,70.0,20.0,0.5,3,3.5,25,58.1
1,5,1,4,25,6.3,3,90.4,60.0,15.0,2.8,2,6.9,25,51.3
10,3,9,1,25,7.8,2,41.8,50.0,20.0,0.6,3,6.8,25,29.2
8,2,10,2,50,0.6,3,55.3,55.0,15.0,0.2,2,0.8,50,55.5
2,2,2,1,75,8.3,1,55.0,60.0,15.0,2.0,5,4.5,75,56.2
7,5,1,3,100,4.1,3,58.6,75.0,15.0,0.4,2,1.2,100,121.6
6,2,8,4,25,9.1,3,50.7,50.0,10.0,0.5,2,5.6,25,41.1
14,4,2,1,50,10.3,3,69.7,60.0,25.0,0.8,4,6.3,50,47.2
13,1,10,4,150,9.6,1,92.6,65.0,25.0,1.2,4,3.8,150,127.5
9,5,8,1,50,1.6,1,75.7,70.0,15.0,3.2,2,2.5,50,71.3
4,4,2,5,75,0.7,1,56.8,65.0,25.0,0.2,2,1.2,75,108.1
9,5,2,1,50,4.4,1,91.0,50.0,25.0,0.6,3,2.3,50,47.4
3,2,8,5,75,6.4,1,50.1,65.0,15.0,4.2,4,7.4,75,96.8
9,1,9,4,50,10.0,1,69.7,45.0,25.0,0.7,3,3.9,50,47.1
11,3,5,4,25,0.7,1,77.2,65.0,20.0,2.3,3,2.2,25,48.4
2,2,4,4,150,8.0,2,40.1,65.0,20.0,2.9,2,0.6,150,134.1
2,1,8,2,25,10.8,2,84.7,55.0,10.0,0.6,3,5.4,25,36.1
1,3,4,4,50,7.7,1,80.4,75.0,20.0,0.8,3,7.5,50,86.7
12,3,9,2,25,6.0,3,80.2,60.0,20.0,0.5,3,5.7,25,47.8
2,1,7,4,75,10.2,1,75.1,60.0,10.0,1.8,2,1.0,75,79.4
9,5,5,2,25,9.2,3,55.7,65.0,15.0,0.5,4,3.4,25,38.5
10,1,10,1,150,3.7,1,61.5,45.0,10.0,0.6,4,6.9,150,78.4
9,5,3,2,50,2.9,1,81.5,75.0,10.0,2.6,3,6.5,50,81.2
13,2,7,3,100,3.9,3,41.5,70.0,20.0,2.0,3,3.1,100,109.1
2,2,4,1,50,5.6,2,65.6,75.0,25.0,0.7,3,4.3,50,70.5
2,2,3,3,50,10.4,3,83.0,60.0,15.0,1.1,3,2.3,50,59.5
3,1,7,5,50,3.6,1,87.9,60.0,10.0,0.8,4,6.6,50,78.2
8,1,8,3,100,7.9,2,91.1,50.0,15.0,2.4,3,4.9,100,81.6
2,4,3,3,150,2.4,3,42.5,75.0,20.0,0.9,5,2.4,150,137.5
3,2,6,2,150,6.9,3,85.7,55.0,25.0,1.2,1,7.4,150,111.6
4,1,10,5,150,10.4,3,84.0,70.0,20.0,0.5,3,7.1,150,158.4
5,1,3,3,50,4.5,1,78.7,45.0,20.0,3.4,1,1.6,50,50.6
12,5,3,4,100,6.4,1,59.6,70.0,10.0,1.2,3,3.7,100,117.5
4,3,10,3,75,3.8,3,76.1,60.0,20.0,0.2,5,3.5,75,71.5
4,5,2,4,50,11.7,2,41.2,50.0,10.0,0.3,1,2.3,50,56.7
14,1,9,4,75,7.5,1,42.9,55.0,10.0,0.3,2,4.0,75,78.5
1,3,1,5,150,8.4,2,57.0,55.0,25.0,0.5,4,7.9,150,116.9
7,1,1,3,50,10.2,2,88.1,75.0,25.0,1.7,3,0.9,50,73.4
12,1,3,5,100,10.3,3,78.8,55.0,15.0,0.4,3,1.3,100,89.3
4,2,2,4,75,6.5,2,93.3,65.0,15.0,0.5,3,4.6,75,90.6
8,5,10,3,75,3.0,2,73.5,70.0,15.0,1.0,4,3.8,75,95.5
8,5,7,1,75,11.1,2,93.5,70.0,15.0,0.7,4,3.9,75,72.9
10,2,1,2,75,6.6,1,83.4,75.0,15.0,1.3,5,2.7,75,83.2
12,1,10,2,75,6.2,2,56.0,75.0,10.0,0.2,5,5.8,75,90.0
1,3,6,2,25,6.2,2,62.7,70.0,20.0,2.3,2,1.9,25,49.7
11,4,2,3,50,1.7,1,81.1,65.0,15.0,0.3,3,3.6,50,71.3
5,1,8,1,150,6.9,2,83.4,70.0,15.0,0.3,5,6.7,150,108.9
5,5,1,2,100,5.7,1,80.2,55.0,15.0,1.3,3,6.2,100,82.8
11,2,10,2,100,9.9,2,65.6,65.0,10.0,1.0,1,7.8,100,103.6
5,5,7,5,150,6.6,2,82.3,60.0,10.0,3.2,5,3.5,150,125.5
4,3,1,2,75,11.9,2,54.1,50.0,15.0,2.2,3,6.6,75,56.0
12,4,6,2,50,7.3,1,40.6,70.0,20.0,1.0,4,1.5,50,64.4
14,5,5,3,50,3.6,3,65.5,55.0,15.0,2.8,3,6.6,50,63.2
2,4,9,4,150,11.3,1,72.9,50.0,25.0,0.2,2,7.2,150,106.9
4,1,7,4,25,11.9,1,63.7,75.0,25.0,0.2,4,2.2,25,50.0
7,3,7,5,50,1.9,3,48.1,75.0,10.0,1.3,5,1.2,50,87.0
11,1,1,4,25,3.8,2,68.8,55.0,20.0,0.6,2,2.8,25,47.6
13,5,5,2,50,10.9,3,57.7,75.0,10.0,1.5,4,3.5,50,67.0
5,4,1,3,50,3.5,2,62.7,55.0,25.0,1.1,3,6.4,50,61.6
1,1,10,4,50,3.4,2,56.1,60.0,15.0,2.1,1,3.3,50,80.0
10,2,9,4,150,9.9,1,79.6,65.0,25.0,0.9,3,4.4,150,130.4
1,3,6,5,100,1.7,1,81.1,60.0,10.0,2.0,5,3.9,100,105.9
6,3,2,1,50,7.7,2,50.2,75.0,10.0,0.1,4,0.7,50,58.4
2,1,7,2,75,4.4,1,55.7,45.0,15.0,2.3,2,7.6,75,64.5
1,5,5,2,150,1.4,2,69.3,45.0,25.0,9.1,4,7.8,150,86.8
5,1,5,1,50,6.3,3,71.8,45.0,15.0,0.1,4,5.9,50,40.8
4,3,6,3,150,6.5,3,70.0,50.0,20.0,3.4,4,2.0,150,86.9
11,2,3,5,50,8.4,3,40.5,75.0,25.0,0.2,2,1.1,50,93.8
12,3,4,5,75,5.4,1,70.4,45.0,15.0,0.5,5,4.3,75,65.5
8,2,1,5,25,9.7,2,85.7,75.0,15.0,0.4,4,2.5,25,53.1
9,3,7,2,50,9.9,1,49.7,55.0,20.0,1.2,3,4.4,50,51.9
12,1,10,3,150,9.9,2,50.5,45.0,25.0,0.8,3,7.0,150,84.1
14,2,2,5,25,0.8,1,70.4,70.0,20.0,2.4,2,7.5,25,70.3
5,1,5,5,25,7.3,3,41.1,70.0,20.0,0.9,3,1.6,25,54.5
7,2,2,4,150,5.7,3,81.5,55.0,15.0,5.0,3,6.5,150,122.2
12,2,5,2,25,7.8,1,46.6,55.0,15.0,1.2,2,6.5,25,36.1
15,3,10,2,100,5.7,1,71.6,65.0,10.0,0.3,1,6.6,100,103.6
8,4,3,3,100,8.6,1,63.9,50.0,15.0,0.7,4,1.7,100,71.4
10,3,4,5,50,3.4,3,50.2,65.0,25.0,1.0,3,1.3,50,81.0
11,5,6,2,25,8.1,3,75.5,75.0,25.0,1.7,4,5.7,25,48.5
1,5,4,1,25,3.8,1,65.7,50.0,10.0,0.6,3,1.0,25,33.1
6,4,2,2,150,5.9,3,68.6,55.0,20.0,0.5,2,1.7,150,107.9
15,3,9,3,50,2.4,2,85.8,55.0,20.0,1.4,4,0.6,50,57.5
1,2,3,1,75,0.7,1,49.4,65.0,25.0,2.2,1,5.5,75,90.2
3,1,10,5,25,7.2,3,54.2,60.0,25.0,0.6,4,3.1,25,42.2
3,4,4,1,75,2.0,2,66.9,55.0,15.0,0.2,1,1.7,75,76.2
14,1,8,1,100,9.3,3,53.0,70.0,25.0,0.4,2,3.5,100,91.2
3,3,4,1,75,6.1,1,62.6,55.0,10.0,5.9,3,7.1,75,65.9
3,3,2,2,25,0.5,2,57.7,65.0,10.0,1.4,3,3.1,25,48.9
4,2,8,5,100,10.7,2,63.8,55.0,25.0,0.2,1,6.1,100,109.3
7,2,9,4,50,10.7,2,66.4,60.0,20.0,0.5,2,6.5,50,72.4
9,3,10,4,25,8.9,3,49.1,75.0,20.0,0.7,3,0.7,25,53.3
12,5,7,1,25,8.5,2,50.3,55.0,25.0,0.4,2,7.6,25,40.6
11,1,7,1,100,10.1,3,40.7,75.0,20.0,0.1,4,6.2,100,93.9
10,1,5,3,25,9.4,1,48.5,70.0,10.0,0.1,2,4.1,25,49.5
8,2,7,1,100,9.9,1,76.0,70.0,25.0,2.2,4,1.4,100,82.4
4,4,10,2,150,2.2,2,92.7,65.0,25.0,2.8,4,1.4,150,119.8
7,2,2,5,100,1.8,1,88.9,55.0,15.0,2.3,3,0.8,100,107.5
8,2,4,3,75,8.7,2,48.3,50.0,25.0,0.3,3,1.5,75,58.6
11,3,8,1,75,11.8,1,41.2,55.0,20.0,2.6,3,4.4,75,57.4
10,1,3,3,100,5.2,2,91.6,55.0,25.0,0.3,4,3.0,100,86.2
11,4,5,1,25,8.1,3,51.4,50.0,25.0,1.4,5,7.4,25,28.2
14,1,3,3,100,10.1,3,40.6,60.0,10.0,0.2,2,5.0,100,91.8
14,1,2,4,50,3.5,3,42.2,45.0,20.0,2.5,3,4.7,50,57.3
12,1,4,5,150,7.6,3,70.0,65.0,15.0,2.6,3,4.7,150,144.6
10,2,5,5,100,8.6,3,66.6,65.0,25.0,8.2,4,0.7,100,101.4
3,1,2,3,75,5.6,2,61.5,60.0,15.0,3.3,2,6.8,75,84.2
3,2,8,3,25,2.4,2,49.4,75.0,20.0,1.1,3,5.0,25,58.4
4,2,6,2,25,3.3,1,94.6,65.0,10.0,0.6,5,4.9,25,45.1
3,2,6,4,50,8.5,1,90.3,75.0,10.0,0.5,2,1.1,50,87.4
2,2,4,3,150,5.2,1,79.5,45.0,15.0,0.4,2,3.2,150,91.9
11,1,5,5,25,9.3,2,75.1,75.0,15.0,3.5,1,4.4,25,65.2
9,5,8,1,75,11.9,3,91.4,55.0,15.0,0.2,2,3.5,75,62.7
3,5,4,5,150,4.1,2,65.8,65.0,15.0,1.1,3,4.0,150,148.9
11,3,5,4,150,11.8,2,66.8,45.0,20.0,0.2,3,2.3,150,84.6
5,2,3,5,100,7.4,2,49.6,55.0,25.0,3.6,5,5.4,100,91.8
12,2,10,2,100,6.2,3,76.3,45.0,25.0,1.9,1,4.0,100,72.0
2,2,3,1,25,5.2,2,82.1,60.0,10.0,2.9,3,3.0,25,41.2
8,1,2,2,150,2.8,2,65.4,50.0,10.0,2.3,3,7.9,150,101.3
2,1,4,3,150,11.2,3,70.6,55.0,20.0,2.7,5,7.9,150,91.7
13,3,1,4,25,1.5,3,56.1,75.0,25.0,1.1,2,7.7,25,71.0
10,3,2,4,100,3.0,1,41.1,50.0,25.0,0.1,4,2.8,100,90.0
3,4,3,5,50,6.4,2,85.8,55.0,25.0,1.6,3,1.9,50,69.5
5,4,7,2,75,3.3,1,69.3,50.0,20.0,2.1,3,6.4,75,71.6
8,5,5,2,150,10.0,3,56.4,75.0,10.0,0.7,3,4.1,150,130.8
4,4,8,4,50,4.0,3,58.2,65.0,20.0,0.2,3,1.6,50,78.0
4,3,2,2,50,10.6,1,83.5,50.0,15.0,0.1,2,6.2,50,53.5
10,3,10,2,25,4.0,2,83.4,75.0,20.0,0.6,4,7.7,25,52.5
2,3,3,4,75,9.8,1,56.6,65.0,25.0,0.7,2,5.3,75,101.2
5,1,1,1,100,5.9,2,84.4,70.0,15.0,1.5,4,4.5,100,95.0
10,2,8,5,25,10.8,2,83.6,65.0,20.0,6.1,3,3.3,25,47.7
4,1,10,2,75,11.2,1,45.9,65.0,10.0,1.3,2,2.8,75,79.9
5,2,6,2,25,4.4,1,90.9,60.0,25.0,2.9,5,7.3,25,36.9
8,1,8,4,75,5.6,2,47.7,65.0,25.0,2.1,3,2.6,75,97.7
1,1,6,3,100,5.1,3,59.4,65.0,15.0,6.0,2,1.0,100,109.7
14,1,9,4,50,0.7,3,91.5,65.0,15.0,5.2,3,3.4,50,76.3
8,3,2,1,100,9.0,2,68.8,55.0,10.0,0.6,3,5.9,100,69.5
7,4,5,3,25,2.6,3,90.0,75.0,10.0,0.3,3,6.3,25,60.5
